序号,园区名称,入驻企业,园区面积(亩),特色产业,园区位置,所属省,所属市,所属区县
1397,智尊汽车产业园,6,23.06,汽车,吴江镇三鲁公路2800号,上海市,,闵行区
1398,BIG 碧家国际社区(国家会展中心店),26,23.02,,徐泾镇华徐公路1199号2幢4层,上海市,,青浦区
1399,上海江桥经济城,21393,23,,上海市嘉定区江桥镇华江路129弄7号楼4楼,上海市,,嘉定区
1400,润冠文化科技产业园,678,22.9945,文化,上海市青浦区崧复路777号,上海市,,青浦区
1401,虹霞工业区南区,190,22.9,,万源路2759号,上海市,,闵行区
1402,芳华德必运动LOFT,68,22.8883,,上海市浦东新区芳华路139号,上海市,,浦东新区
1403,旭辉宝山科创基地,41,22.8391,,上海市宝山区园庆路268号,上海市,,宝山区
1404,上海鑫戍工业基地,16,22.8296,,上海市松江区盛富路680号,上海市,,松江区
1405,上纺物业·鑫联园区,79,22.74,,上海市杨浦区周家牌路301号,上海市,,杨浦区
1406,华东理工大学国家大学科技园(梅陇基地),298,22.65,国家大学,上海市闵行区景联路389号1号4层,上海市,,闵行区
1407,张江光大园,32,22.63,,上海市浦东新区盛夏路500弄,上海市,,浦东新区
1408,巧帛人文原地,72,22.6071,,上海市嘉定区金沙江西路568号,上海市,,嘉定区
1409,云堡未来市,82,22.6055,,上海市松江区洞泾镇王家厍路885弄,上海市,,松江区
1410,紫远创意园,6,22.59,,上海市浦东新区金顺路6号,上海市,,浦东新区
1411,贵贵科技园,6,22.5484,,上海市浦东新区金顺路8号,上海市,,浦东新区
1412,松江青年创业园,5964,22.5403,,上海市松江区文汇路1128松江文化创意园,上海市,,松江区
1413,上海明珠创意产业园1期,250,22.51,,上海市虹口区广纪路738号附近,上海市,,虹口区
1414,梁杭众创空间,5,22.5,,嘉松中路3199弄228号,上海市,,青浦区
1415,李子园商务区,223,22.4813,,上海市普陀区交通路4621弄-4703弄,上海市,,普陀区
1416,汇智·园满星空间,97,22.46,,江场路1398号,上海市,,静安区
1417,联胜烁谷科创园,15,22.4,,华东路与电站路交叉口东50米,上海市,,浦东新区
1418,三五都市型工业园,72,22.3819,工业园,上海市浦东新区恒大路63-65,上海市,,浦东新区
1419,东方尚博创意产业园,572,22.3571,,上海市浦东新区东方路3539号,上海市,,浦东新区
1420,上海复华高新技术园区,91,22.2272,,上海市嘉定区马陆镇嘉定工业区复华路33号,上海市,,嘉定区
1421,上海睿霖产业园区,8,22.2139,,上海市青浦区盈港东路6372号,上海市,,青浦区
1422,旭和环保产业园,32,22.1966,环保,上海市闵行区浦江镇江月路1059号,上海市,,闵行区
1423,七宝传媒谷,27,22.18,,上海市闵行区上坤路近新镇路,上海市,,闵行区
1424,闽贤创业园,28,22.17,,九亭镇同利路319号,上海市,,松江区
1425,博济·F1088园区,6117,22.1492,,上海市闵行区放鹤路1088号,上海市,,闵行区
1426,上海核威集团新桥工业园区,6,22.1333,工业园,上海市松江区民强路655弄16号,上海市,,松江区
1427,漕河泾牌楼智谷科技园,515,22.11,,上海市闵行区东兰路320号,上海市,,闵行区
1428,申建创业园区,27,22.0731,,上海市松江区九亭镇盛龙路77号1号楼,上海市,,松江区
1429,汇智安垦 ANKEN Avenue,50,22.06,,上海市静安区江场西路300号,上海市,,静安区
1430,品耀创业园区,54,22.04,,上海市松江区九亭镇涞寅路1898号8号楼,上海市,,松江区
1431,上海鸿越工业园2区,22,22,工业园,上海市金山区鸿安路381号,上海市,,金山区
1432,上海西虹桥商务区中小企业孵化基地,505,21.85,,上海市青浦区天山西路158号附近,上海市,,青浦区
1433,奇士科技产业园,9084,21.7671,,上海市闵行区苏召路1628号,上海市,,闵行区
1434,东恩产业园,16,21.7446,,上海市闵行区顾戴西路3333弄58号,上海市,,闵行区
1435,上联都市工业园,214,21.63,工业园,上海市长宁区长宁路270号,上海市,,长宁区
1436,贵贵创意园,9,21.61,,上海市浦东新区金闻路16号附近,上海市,,浦东新区
1437,铁盾工贸园区,34,21.5968,,上海市闵行区纪鹤路839弄8号,上海市,,闵行区
1438,企福华康科技园,16,21.5873,,上海市松江区车墩镇香车路299号,上海市,,松江区
1439,阿莱德科技园,24,21.56,,奉炮公路1368号,上海市,,奉贤区
1440,张江国家数字出版基地,42,21.54,,上海市浦东新区张江路69号69大厦,上海市,,浦东新区
1441,上海宝山科技园,5162,21.5317,,上海市宝山区上大路668号,上海市,,宝山区
1442,亚龙创业园,33,21.4626,,上海市静安区云欣路208号,上海市,,静安区
1443,上海昂鑫工业区,22,21.429,,上海市闵行区澄江路805号,上海市,,闵行区
1444,星创科技广场,40,21.4155,,上海市浦东新区张江镇申江路5005弄,上海市,,浦东新区
1445,总部峰汇,22,21.3906,,上海市浦东新区外高桥保税区浦东新区自由贸易试验区马吉路88号,上海市,,浦东新区
1446,虹桥樱宝创意园2,22,21.3036,,上海市嘉定区江桥镇高潮路309号,上海市,,嘉定区
1447,上海建工七建集团有限公司龙华办公园区,16,21.3024,,上海市徐汇区龙吴路188号,上海市,,徐汇区
1448,昭化德必易园,569,21.301,,上海市长宁区昭化路357号,上海市,,长宁区
1449,虹桥奇点科创园,66,21.3,,上海市青浦区华徐公路628号,上海市,,青浦区
1450,科溢科创园,39,21.2921,,上海市松江区施惠路259号,上海市,,松江区
1451,泾科产业园,10,21.2457,,上海市松江区新飞路483号,上海市,,松江区
1452,星·创园,18,21.24,,申江南路辅路与康威路交叉口东140米,上海市,,浦东新区
1453,大华虎城嘉年华·商务园,38,21.1941,,上海市普陀区大华路88弄之1-39号,上海市,,普陀区
1454,东盛工业园,19,21.1758,工业园,上海市普陀区绥德路628号,上海市,,普陀区
1455,久富科创园,47,21.1058,,上海市浦东新区秀浦路3408号,上海市,,浦东新区
1456,华良产业园,16,21.044,,上海市闵行区瓶北路150弄151号附近,上海市,,闵行区
1457,上海御环科创产业园,106,21.0439,,上海市浦东新区御北路385号,上海市,,浦东新区
1458,上海华大科技园,1817,21,,上海市青浦区朱家角工业园区康业路388号,上海市,,青浦区
1459,老码头创意园,211,21,,上海市黄浦区中山南路505号(近复兴东路),上海市,,黄浦区
1460,印坊创意园,66,21,,齐齐哈尔路920号,上海市,,杨浦区
1461,晋通物流园,6,21,物流园,上海市嘉定区马陆镇思义路720号,上海市,,嘉定区
1462,卡登文化产业园,22,20.9424,文化,上海市闵行区梅陇镇朱行路15号,上海市,,闵行区
1463,e通世界北区,148,20.89,,上海市青浦区华徐公路999号,上海市,,青浦区
1464,全通上海金融谷,28,20.8009,金融,上海市嘉定区金兰路333号,上海市,,嘉定区
1465,开幕啦城市更新园区,22,20.78,,上海市闵行区莲花南路2228号,上海市,,闵行区
1466,东阔颐园文创智工坊,195,20.7711,"文化,文化创意",上海市闵行区莘北路505号,上海市,,闵行区
1467,普陀区创业孵化基地,39,20.6675,,上海市普陀区真江路,上海市,,普陀区
1468,塘留上海工业园区,45,20.6666,工业园,上海市松江区车亭公路2201号,上海市,,松江区
1469,宝胜国际财富中心,62,20.6366,,上海市松江区宝胜路18号宝胜天地,上海市,,松江区
1470,金梦坊·创意园,15,20.636,,上海市青浦区徐泾镇徐德路85号,上海市,,青浦区
1471,捷舟产业园,41,20.62,,上海市奉贤区奉浦社区公谊路89号,上海市,,奉贤区
1472,春申·鑫集创业园,54,20.6132,,上海市闵行区梅陇镇梅富路159号,上海市,,闵行区
1473,上海市工业综合开发区国际商贸园区,9450,20.61,,上海市奉贤区奉浦大道111号奉浦大厦,上海市,,奉贤区
1474,上海东宝工业园,6,20.58,工业园,上海市青浦区香花桥东路369号,上海市,,青浦区
1475,松港工业园(顾戴路),9,20.5721,工业园,上海市闵行区顾戴路3351号,上海市,,闵行区
1476,上海华民经济城,10060,20.52,,上海市青浦区华新镇华腾路1218号30号楼,上海市,,青浦区
1477,企福立卓科技园,20,20.43,,东兴路与松胜路交叉口西北60米,上海市,,松江区
1478,企福戴伟科技园,7,20.42,,彭丰路与新华路交叉口东南160米,上海市,,松江区
1479,宏大科创园,23,20.4,,工业路1188号,上海市,,奉贤区
1480,信颐科技园,59,20.386,,上海市松江区九新公路865号,上海市,,松江区
1481,虹三产业园,110,20.38,,古羊路158-160号,上海市,,徐汇区
1482,上海掌安物联网创新中心泗泾基地,3661,20.3739,物联网,上海市松江区方泗公路18号,上海市,,松江区
1483,卡柏洗衣产业园,49,20.3344,,上海市杨浦区市光路296号,上海市,,杨浦区
1484,节能环保科技园区,51,20.29,"环保,节能",浦江镇沈杜公路3872号1号楼,上海市,,闵行区
1485,开天工业园微格园区,13,20.2899,工业园,上海市松江区施惠路111号,上海市,,松江区
1486,临港书院都市工业园区,19,20.2824,工业园,新鹏路与新鹏支路交叉口东北80米,上海市,,浦东新区
1487,北松科创园,17,20.28,,上海市闵行区颛桥镇北松路288号,上海市,,闵行区
1488,上海凤凰都市工业园区,118,20.2499,工业园,上海市静安区共和新路1207,上海市,,静安区
1489,茸锦浦江科技园,91,20.2243,,上海市闵行区浦江镇恒南路399号,上海市,,闵行区
1490,复旦大学国家大学科技园创新创业基地,26,20.2086,,上海市杨浦区五角场镇佳木斯路2号,上海市,,杨浦区
1491,云部落TMT产业园,162,20.1892,,上海市闵行区颛兴东路1313、1331、1277,上海市,,闵行区
1492,证大五道口广场,56,20.1694,,上海市浦东新区民生路1199号(近杨高中路),上海市,,浦东新区
1493,绿地嘉创国际商务广场,104,20.13,,沪宜公路3099号,上海市,,嘉定区
1494,徐汇乐业天地,38,20.1037,,上海市徐汇区田林路418号,上海市,,徐汇区
1495,新华文化科技园,1511,20.0677,文化,上海市静安区沪太路785号,上海市,,静安区
1496,信南都市型产业园区,43,20.0406,,上海市虹口区汶水东路918弄1-5号,上海市,,虹口区
1497,华依创新园,47,19.9499,,上海市浦东新区碧波路912弄,上海市,,浦东新区
1498,上海浦东微电子封装与系统集成公共服务平台,87,19.92,电子,上海市浦东新区盛夏路608号,上海市,,浦东新区
1499,恩咖尔创意产业园,12,19.8267,,上海市嘉定区虞姬墩路31号4幢,上海市,,嘉定区
1500,尚东区创意办公中心,22,19.77,,东明路1800弄(高青路地铁站1号口步行120米),上海市,,浦东新区
1501,添行健科创园(汇源路),10,19.76,,上海市闵行区梅陇镇莲花南路2155号附近,上海市,,闵行区
1502,韵博产业园(三浜路),14,19.73,,三浜路与茸江路交叉口东200米,上海市,,松江区
1503,福克斯商务大厦(银都路),130,19.6346,,上海市闵行区颛桥镇都庄路4226号,上海市,,闵行区
1504,凯旋都市工业园,88,19.58,工业园,上海市徐汇区凯旋南路31号12栋附近,上海市,,徐汇区
1505,上海焊鼎实业科技园,9,19.5419,,上海市金山区山通路与中甸路交叉路口往东北约100米,上海市,,金山区
1506,永丰都市产业园区,8295,19.5,,上海市松江区玉秀路136号,上海市,,松江区
1507,烁谷创新园,13,19.4994,,上海市浦东新区三灶工业区宣春路211号,上海市,,浦东新区
1508,晨科工业园,5,19.4906,工业园,上海市嘉定区兴文路680附近,上海市,,嘉定区
1509,华宜仓储物流园,24,19.4867,物流园,上海市嘉定区南翔镇丰翔支路66号,上海市,,嘉定区
1510,上海舞美码头文旅科技产业园,28,19.38,,南桥路与航南公路交叉处东南180米,上海市,,奉贤区
1511,华强科技园,10139,19.3317,,上海市嘉定区科福路368,上海市,,嘉定区
1512,309园区,91,19.2933,,上海市松江区施惠路309号,上海市,,松江区
1513,派拉蒙中心,63,19.28,,浦江镇恒南路1328号,上海市,,闵行区
1514,宝信软件园,14,19.28,IT软件,上海市浦东新区金科路与郭守敬路交叉路口往西约90米,上海市,,浦东新区
1515,丹莱商创园,8,19.23,,车墩镇南姚路,上海市,,松江区
1516,华生创谷,73,19.1969,,上海市宝山区真大路551-557号,上海市,,宝山区
1517,烁谷科创园,20,19.1368,,上海市浦东新区园中路233号,上海市,,浦东新区
1518,上海鑫灵企业园,11,19.12,,上海市金山区山磊路188,上海市,,金山区
1519,上海黎安实业公司工业园区(黎安路),13,19.1129,工业园,上海市闵行区莘庄镇黎安路1655号,上海市,,闵行区
1520,鸿尊科技园,18,19.1086,,上海市金山区朱泾工业区鸿尊路418号,上海市,,金山区
1521,久创科技园,99,19.1085,,上海市闵行区莘庄工业区颛桥镇瓶安路1358号,上海市,,闵行区
1522,蒂莎创意产业园,20,19.0988,,上海市嘉定区江桥镇华江路1028号,上海市,,嘉定区
1523,宏沪新兴产业园,38,19.0691,新兴产业,上海市松江区振业路280号,上海市,,松江区
1524,智霸科创园,3611,19.0422,,上海市奉贤区环城西路2511号,上海市,,奉贤区
1525,远中产业园四期,34,19.02,,虹梅路2071号(漕河泾开发区地铁站5号口步行460米),上海市,,闵行区
1526,嘉定工业区马陆园区,12405,19,,上海市嘉定区封周路655号,上海市,,嘉定区
1527,德辉科技园,22,19,,上海市宝山区宝山城市工业园区柳园路358号,上海市,,宝山区
1528,上海兴远科技产业园,133,18.9539,,上海市普陀区万里街道新村路666号8号楼,上海市,,普陀区
1529,新生丽兰科创园,33,18.94,,上海市松江区九亭镇寅西路358号,上海市,,松江区
1530,上海明珠创意产业园2期,203,18.939,,上海市虹口区广纪路700号,上海市,,虹口区
1531,松港产业园(盛龙路),19,18.8859,,上海市松江区九亭镇盛龙路783号,上海市,,松江区
1532,陆家嘴金融信息服务产业基地,7,18.86,金融,上海市浦东新区峨山路与花木路交叉口西100米,上海市,,浦东新区
1533,上海中电信息港,31,18.84,,上海市松江区文吉路与文松路交汇处,上海市,,松江区
1534,康鹏生命科技产业园,13,18.8062,生命科学,上海市普陀区祁连山南路2891弄200号,上海市,,普陀区
1535,明腾园,34,18.7739,,上海市浦东新区建韵路38号,上海市,,浦东新区
1536,199园区,13,18.7541,,上海市松江区中创路199号,上海市,,松江区
1537,超煜创意园,46,18.7231,,上海市浦东新区曹路镇民风路258号,上海市,,浦东新区
1538,软包装科技产业园,16,18.6553,包装印刷,上海市嘉定区嘉松北路3570号,上海市,,嘉定区
1539,漕河泾都市工业园区,328,18.64,工业园,上海市徐汇区漕宝路410号,上海市,,徐汇区
1540,乾锦创业园(莘松路),65,18.62,,上海市闵行区莘庄镇七莘路50号,上海市,,闵行区
1541,欣普都市工业园区,1006,18.5997,工业园,上海市静安区普善路300号6号楼101A室,上海市,,静安区
1542,甬沪创业园(寅青路),29,18.53,,寅青路与洋河浜路交叉口西北140米,上海市,,松江区
1543,诚达创意产业园,73,18.4884,,上海市徐汇区桂林路402号76幢,上海市,,徐汇区
1544,月马施盛世园,8,18.4658,,上海市宝山区东太东路与东恒路交叉路口往西约100米,上海市,,宝山区
1545,中诣创意产业园,29,18.43,,上海市闵行区莘庄镇七莘路250号,上海市,,闵行区
1546,尚街Loft滨江时尚服饰园,108,18.34,"服装,时尚",喜泰路239尚街LOFT,上海市,,徐汇区
1547,浦航5298文创园,18,18.336,"文化,文化创意",上海市浦东新区浦东新区航头镇沪南路5298号,上海市,,浦东新区
1548,春申文化创意园,36,18.2819,"文化,文化创意",上海市闵行区莘庄镇申北路8号,上海市,,闵行区
1549,嘉源海国际艺术社区,5,18.28,艺术,大治路16附近,上海市,,嘉定区
1550,上海铭基科创园,73,18.2436,,上海市奉贤区青村镇南奉公路4025号,上海市,,奉贤区
1551,上海南翔游戏产业园,253,18.1323,游戏,上海市嘉定区顺达路938号,上海市,,嘉定区
1552,网巨创业园,18,18.0997,,上海市松江区龙高路198号,上海市,,松江区
1553,上海虹柏(穆戈)产业园,22,18.05,,上海市闵行区梅陇镇虹梅南路3135弄51号3号楼一层东头,上海市,,闵行区
1554,展通科创园,16,18.0491,,上海市宝山区沪太路8188弄55号,上海市,,宝山区
1555,嘉好科技园,15,18.0226,,上海市嘉定区南翔镇嘉好路1888号,上海市,,嘉定区
1556,幸福创智园,18,18.0155,,上海市静安区康宁路1021弄1-4号,上海市,,静安区
1557,长利园区,13,17.9105,,上海市浦东新区法拉第路249-251,上海市,,浦东新区
1558,虹桥金沙商务中心,13,17.87,,江桥镇高潮路168号,上海市,,嘉定区
1559,司南北斗产业园,22,17.866,,上海市嘉定区澄浏中路618号,上海市,,嘉定区
1560,峭迪创新产业园,58,17.8341,,上海市浦东新区祝桥镇金闻路84号B栋,上海市,,浦东新区
1561,上海市松江工业区,10,17.82,,上海市松江区中山街道上海市松江工业区,上海市,,松江区
1562,大柏树930科技创意园区,556,17.79,,上海市虹口区曲阳路930号,上海市,,虹口区
1563,上海市嘉定工业开发区,18,17.76,,上海市嘉定区宝钱公路3264号,上海市,,嘉定区
1564,天马工业园区,11,17.7465,工业园,上海市松江区衡宅路与天云路交叉口东南方向100米,上海市,,松江区
1565,长征工业园区百达工业坊,84,17.7439,工业园,上海市普陀区同普路1030弄之1-4号,上海市,,普陀区
1566,东方汇电商配套产业园,13,17.73,电子商务,上海市普陀区柳园路215号,上海市,,普陀区
1567,浦东张江青年创业园,63,17.6958,,上海市浦东新区蔡伦路333号,上海市,,浦东新区
1568,芈空间5G科创园,14,17.6958,,上海市青浦区沪青平公路4501弄2号,上海市,,青浦区
1569,景昶工业园,38,17.6886,工业园,上海市杨浦区翔殷路20号6号楼,上海市,,杨浦区
1570,玖益工业园,7,17.668,工业园,上海市松江区石湖荡镇贵南路1100号,上海市,,松江区
1571,北上海生物医药产业园研发孵化园,16,17.62,"生物医药,医药",石太路2288号,上海市,,宝山区
1572,莘庄工业区,37,17.6044,,上海市闵行区申富路800号,上海市,,闵行区
1573,常青科创园区,28,17.59,,上海市奉贤区奉炮公路450号,上海市,,奉贤区
1574,锦宏产业园,64,17.5735,,上海市闵行区梅陇镇罗锦路55号B楼,上海市,,闵行区
1575,BT文创园,10,17.57,"文化,文化创意",九亭镇伴亭路500号,上海市,,松江区
1576,张江科创园,28,17.53,,上海市浦东新区张江路1206号,上海市,,浦东新区
1577,上海青浦民用航空产业园,12,17.5177,航空航天,上海市青浦区崧秋路299号,上海市,,青浦区
1578,张江高新区宝山城市工业园科技创新园,17,17.49,工业园,上海市宝山区园康路300号,上海市,,宝山区
1579,复旦科技园,446,17.47,,,上海市,,杨浦区
1580,尚街Loft上海双创产业园,1339,17.45,,上海市浦东新区峨山路613号,上海市,,浦东新区
1581,壮贸·润鑫物流园,5,17.4281,物流园,上海市嘉定区春雨路138号,上海市,,嘉定区
1582,菊园科技园(国家级物联网孵化器),2884,17.42,物联网,菊园新区管委会平城路811号北水湾大厦,上海市,,嘉定区
1583,路东科技产业园,35,17.3765,,上海市松江区北闵路855东北方向120米,上海市,,松江区
1584,上海环保科技园(佳木斯路),99,17.31,环保,佳木斯路353号白玉兰环保广场二期,上海市,,杨浦区
1585,长泾工业园,36,17.2819,工业园,上海市嘉定区外冈镇高杨路,上海市,,嘉定区
1586,漕河泾国际孵化中心(桂平路),219,17.27,,桂平路418漕河泾国际孵化中心B区,上海市,,徐汇区
1587,沪东科技园,128,17.2641,,上海市杨浦区赤峰路63号,上海市,,杨浦区
1588,拉肯创艺园,12,17.26,,上海市普陀区真大路298号,上海市,,普陀区
1589,电子商务创新港,1320,17.2437,电子商务,上海市浦东新区唐镇上丰路977号,上海市,,浦东新区
1590,福运卡车园区,7,17.21,,上海市青浦区北青公路8391号,上海市,,青浦区
1591,中鼓·智能科技孵化园,28,17.2009,,上海市奉贤区奉永路688号,上海市,,奉贤区
1592,金鸿泰工业园,9,17.191,工业园,上海市奉贤区金汇镇江艇路565号,上海市,,奉贤区
1593,武胜科创产业园,9,17.1714,,上海市奉贤区海奕路628弄39号,上海市,,奉贤区
1594,同和凤城园,428,17.1385,,上海市杨浦区凤城路1号,上海市,,杨浦区
1595,中环科技园,122,17.1195,,上海市闵行区兴梅路485号,上海市,,闵行区
1596,上海山阳经济小区,8134,17.08,,山阳镇亭卫公路1500号,上海市,,金山区
1597,上海国际节能环保园,27,17.0672,"环保,节能",上海市宝山区长江西路101号,上海市,,宝山区
1598,颂尧科创园,6,17,,上海市松江区新桥镇申港路288号,上海市,,松江区
1599,培蒙文化创意园,43,16.97,"文化,文化创意",上海市松江区新桥镇曹农路588号,上海市,,松江区
1600,澧相健康科技园区,453,16.9601,健康,上海市浦东新区周浦镇康沈路2868号,上海市,,浦东新区
1601,杰安创业园,14,16.94,,鹿顺路与鹿达路交叉口南100米,上海市,,浦东新区
1602,延吉经济园区航天新亚都市工业园,79,16.9043,"工业园,航空航天",上海市杨浦区平凉路2716号8号楼,上海市,,杨浦区
1603,迦勒沐恩科创园,19,16.89,,都会路399号,上海市,,闵行区
1604,上海文教产业园,66,16.88,,上海市宝山区殷高路65号,上海市,,宝山区
1605,中航翼荣奥特莱斯电商产业园,32,16.8735,电子商务,上海市金山区亭卫南路1050号,上海市,,金山区
1606,漕宝路401号园区,25,16.8568,,上海市徐汇区漕宝路401-403号,上海市,,徐汇区
1607,创享塔,106,16.8397,,上海市普陀区叶家宅路100号,上海市,,普陀区
1608,莎克(上海)工业园区,56,16.7678,工业园,上海市浦东新区金丰路158弄1-6号,上海市,,浦东新区
1609,张衡路工业园,82,16.7136,工业园,上海市浦东新区张衡路666弄1-2号,上海市,,浦东新区
1610,1876老站创意园,180,16.6913,,上海市虹口区汶水东路351号,上海市,,虹口区
1611,锦和越界乐平方,210,16.66,,上海市静安区灵石路721号,上海市,,静安区
1612,上海档案产业园,17,16.6467,,上海市宝山区月浦工业区园和路217号,上海市,,宝山区
1613,帛创科创园,9,16.6105,,上海市浦东新区万祥镇帛创科创园,上海市,,浦东新区
1614,上海代万物流园区,9,16.5497,物流园,上海市宝山区宝安公路2218号,上海市,,宝山区
1615,宏美厂区,20,16.54,,车墩镇联营路333号,上海市,,松江区
1616,中创院创新产业园,19,16.52,,奉金路450号,上海市,,奉贤区
1617,复旦软件园(高境),760,16.4695,IT软件,上海市宝山区三门路561号,上海市,,宝山区
1618,鸿腾实业园,8,16.4559,,上海市金山区亭泉路与林盛路交叉路口向南约100米,上海市,,金山区
1619,长宁金融园,32,16.447,金融,上海市长宁区愚园路1294-1300号附近,上海市,,长宁区
1620,森安物流园,10,16.4403,物流园,上海市嘉定区浏翔公路2058号,上海市,,嘉定区
1621,蓝谐服务外包产业园,32,16.39,,上海市闵行区梅陇镇向阳路558号,上海市,,闵行区
1622,西岸创意园,219,16.383,,上海市徐汇区徐虹中路20号(近古宜路),上海市,,徐汇区
1623,上海金汇三创经济园区,973,16.3533,,上海市奉贤区金大公路8139号西北方向90米,上海市,,奉贤区
1624,西典创业园,12,16.28,,上海市闵行区都会路339号附近,上海市,,闵行区
1625,上海市纳米技术产业化基地,25,16.1755,,上海市徐汇区华泾镇泾路18号,上海市,,徐汇区
1626,天杉德必易园,37,16.1545,,上海市长宁区天山路1900号,上海市,,长宁区
1627,华贸产业园,249,16.15,,上海市闵行区中春路6785号,上海市,,闵行区
1628,中采服务贸易产业园,3079,16.14,,上海市青浦区朱家角镇康业路6号,上海市,,青浦区
1629,上海伊可夫工业园,12,16.1336,工业园,上海市松江区港德路151号,上海市,,松江区
1630,骊湾88文化创意园,74,16,"文化,文化创意",上海市浦东新区杨新路88号,上海市,,浦东新区
1631,增美都市工业园区,51,16,工业园,上海市静安区万荣一路15号a楼附近,上海市,,静安区
1632,929园区,16,16,,上海市闵行区桂林路929广飞大楼附近,上海市,,闵行区
1633,企福中山科技园,12,16,,上海市松江区徐塘路168号,上海市,,松江区
1634,上海市四新经济创新基地,136,15.93,,华浦路与秀淳路交叉口东南180米,上海市,,青浦区
1635,田林园,75,15.8902,,上海市徐汇区漕河泾新兴技术开发区桂平路470号,上海市,,徐汇区
1636,尚街Loft时尚生活园区,210,15.8668,时尚,上海市徐汇区嘉善路508号,上海市,,徐汇区
1637,华昇创业园,116,15.85,,紫乐路与合川路交叉口东80米,上海市,,闵行区
1638,聚鑫金桥园,22,15.81,,新金桥路与金港路交叉口东160米,上海市,,浦东新区
1639,光启园,57,15.7929,,上海市徐汇区虹漕路456号钦州北路1001号,上海市,,徐汇区
1640,乐业康桥树源,19,15.77,,康桥路与御山下交叉口西160米,上海市,,浦东新区
1641,新虹桥商务广场,1326,15.7626,,上海市长宁区天山路600弄1-4号,上海市,,长宁区
1642,耀莱物联网产业园,53,15.7437,物联网,上海市闵行区联川路319号,上海市,,闵行区
1643,世和园区,10,15.7201,,上海市浦东新区新坦瓦公路1456号,上海市,,浦东新区
1644,圆益科创园,7,15.71,,上海市青浦区崧泽大道6698号,上海市,,青浦区
1645,上海纺织物业经营管理有限公司鑫森园区,35,15.6475,"纺织,轻纺",上海市静安区汶水路480号,上海市,,静安区
1646,开格科技园区,15,15.6357,,上海市浦东新区沪南路2655号,上海市,,浦东新区
1647,宏普信息园,64,15.6316,,上海市奉贤区奉浦社区奉贤工业综合开发区航谊路8号,上海市,,奉贤区
1648,万荣文化产业园,77,15.585,文化,上海市静安区彭浦镇万荣路948号D幢,上海市,,静安区
1649,中核浦原科技园,173,15.525,,上海市徐汇区桂林路396号,上海市,,徐汇区
1650,飞奥科创园,5,15.51,,宝瓶南路1929号,上海市,,闵行区
1651,上海环保科技园(嫩江路),627,15.49,环保,军工路1599号,上海市,,杨浦区
1652,共康工业园,19,15.4356,工业园,上海市宝山区大康路399号,上海市,,宝山区
1653,健鹰科技园,6,15.4096,,上海市嘉定区惠裕路420、438,上海市,,嘉定区
1654,飞马旅静安创新园,203,15.36,,上海市静安区沪太支路538号,上海市,,静安区
1655,杰高聚创园,7,15.2856,,上海市松江区车墩镇华长路2455号,上海市,,松江区
1656,宏春商务园,42,15.26,,清河湾路980号,上海市,,青浦区
1657,上海3310科技园,38,15.23,,中山北二路1118号,上海市,,杨浦区
1658,中峰产业园,16,15.2219,,上海市青浦区崧海路98号,上海市,,青浦区
1659,嘉加德必易园,106,15.14,,上海市嘉定区环城路2390号,上海市,,嘉定区
1660,718文创园区,142,15.1391,"文化,文化创意",上海市宝山区城市工业园区真陈路718号(园光路口),上海市,,宝山区
1661,上海浦江创意产业中心,11,15.1,,浦江镇浦星公路800号,上海市,,闵行区
1662,薇闻创业园,7,15.0741,,泰西路与航南公路交叉口西南340米,上海市,,奉贤区
1663,巨丰商务园区,320,15,,上海市静安区永和路平陆路交叉,上海市,,静安区
1664,工业区胜利村,107,15,,上海市嘉定区,上海市,,嘉定区
1665,徐汇功能材料产业园,31,15,新材料,上海市徐汇区喜泰路237号,上海市,,徐汇区
1666,天威工业园(航都路),30,15,工业园,上海市浦东新区大麦湾工业区航都路5-7号,上海市,,浦东新区
1667,上海国际高科技文化装备产业基地,17,14.99,文化,定边路629号,上海市,,普陀区
1668,灿虹企业基地,193,14.96,,上海市闵行区莲花路2323号1001号,上海市,,闵行区
1669,勤劳箱体创业园,10,14.96,,万芳路1899号,上海市,,闵行区
1670,上海亮靓科技园,8,14.9,,上海市松江区陶干路876号,上海市,,松江区
1671,北大资源科技园,31,14.88,,上海市浦东新区金港路501号,上海市,,浦东新区
1672,立景国际商务园区(都会路),8,14.88,,上海市闵行区都会路288号,上海市,,闵行区
1673,佳钢科创园,17,14.8769,,上海市松江区久富路299号附近,上海市,,松江区
1674,立景电商仓储园,5,14.8478,电子商务,上海市闵行区都会路288号,上海市,,闵行区
1675,圣太企业园,1090,14.8189,,上海市浦东新区建豪路91-99号,上海市,,浦东新区
1676,新同泰科创园,13,14.7858,,上海市松江区荣乐东路1399号,上海市,,松江区
1677,上海金汇泰顺经济园区,7266,14.77,,上海市奉贤区泰叶路一五九弄33,上海市,,奉贤区
1678,上海金储电子商务园,60,14.77,电子商务,上海市松江区泗砖公路418号附近,上海市,,松江区
1679,松港工业园(银都西路),7,14.7487,工业园,上海市松江区银都西路368号,上海市,,松江区
1680,天威工业城,34,14.7232,,上海市松江区松江工业区俞塘路512号,上海市,,松江区
1681,7089创意园,100,14.63,,上海市闵行区中春路7089号,上海市,,闵行区
1682,康桥树源独立式花园办公,19,14.63,,上海市浦东新区康桥路1059号,上海市,,浦东新区
